 85.360862   101.86842  
 94.251190   54.875663  
 71.979614   27.663293  
 82.476554   27.663293  
 84.988555   44.926322  
  93.19133   46.249603  
 90.533096   46.249603  
 93.391418   48.738502  
 77.119316   32.857421  
 88.549850   32.857421  
 93.384933   44.554752  
 92.143440   95.015846  
 90.250694   6.7720351  
 88.756195   147.15347  
 87.571098   42.237209  
 70.182693   53.922908  
 90.345390   61.507976  
 100.90229   17.927745  
 89.575584   13.400534  
 86.721405   23.635215  
 75.821960   51.470779  
 88.572853   47.994373  
 80.556701   57.151855  
 73.831306   57.151855  
 70.837188   32.545394  
 82.696723   53.050674  
 75.670135   197.24704  
 95.982246   147.02812  
 99.481216   80.108100  
 85.738609   106.15959  
 92.651428   206.53492  
 90.119148   41.120109  
 91.321388   9.3156356  
 105.92427   19.228553  
 87.971817   65.308174  
 71.880973   26.240303  
 108.12290   26.240303  
 70.558311   46.510101  
 70.622657   46.510101  
 93.257263   79.182785  
 73.262283   9.1086950  
 72.251190   71.389122  
 99.541839   71.389122  
 93.506057   34.656131  
 91.808013   6.7403802  
 90.955490   6.7403802  
 109.52434   15.548877  
 102.06580   19.862379  
 85.875732   19.862379  
 92.270385   131.09704  
 94.091781   14.921809  
 81.759208   25.751394  
 74.018165   25.751394  
 74.770484   37.071743  
 92.898506   13.698304  
 72.061821   81.855484  
 72.155677   81.855484  
 90.433525   11.357390  
 89.876785   47.949405  
 90.866790   15.546664  
 90.445182   15.546664  
 90.191093   63.335399  
 99.959526   80.731277  
 70.147735   25.000204  
 90.033813   25.000204  
 90.379310   60.699493  
 91.537216   60.699493  
 91.899742   55.073379  
 91.206863   4.7042741  
 91.627807   86.575134  
 71.835800    24.11026  
 96.482711   41.556831  
 98.227806   15.182598  
 82.829490   15.182598  
 71.972602   61.002658  
 92.989151   112.71521  
 81.542999   77.219116  
 103.89929   182.39682  
 94.990692   182.39682  
 72.162025   182.39682  
 94.990692   182.39682  
 94.990692   77.219116  
 103.89929   182.39682  
 105.15914   182.39682  
 72.162025   182.39682  
 105.15914   182.39682  
 103.89929   182.39682  
 92.005096   119.58036  
 92.613487   119.58036  
 108.46029   50.619865  
 103.77258   62.814937  
 103.33355   9.2665166  
 74.886268   9.2665166  
 91.529830   34.447315  
 88.272895   18.339071  
 74.724838   20.097969  
 94.014312   20.097969  
 71.477973   20.097969  
 89.265243   20.097969  
 70.639808   84.987899  
 96.515762     86.3694  
 104.43390   81.843307  
 98.435722   81.843307  
 107.04283   14.453269  
 88.628021   14.453269  
 91.153381   101.14424  
 89.058410   7.5202550  
 94.434272   8.8453588  
 88.617309   32.712020  
 73.398384   32.712020  
 72.602195   162.30851  
 80.433334   162.30851  
 91.243698   5.0356283  
 92.812835   75.276344  
 104.40066   75.276344  
 92.812835   75.276344  
 75.947761   75.276344  
 71.370674   23.248523  
 79.655792   69.444732  
 93.071517   57.795520  
 70.501625   36.382766  
 96.702537   155.23738  
 91.268257   155.23738  
 72.512947   124.86129  
 82.204612   124.86129  
 87.217712   15.253538  
 76.493438   85.256462  
 86.884704   55.230041  
 89.812866   4.1097374  
 93.223983   78.134262  
 95.327034   78.134262  
 90.889961   36.115886  
 88.725700   36.115886  
 103.18671   114.99841  
 87.022209   114.99841  
 92.441200   31.577270  
 76.044426   37.327205  
 102.03083   69.412841  
 101.60147   69.412841  
 80.246200   12.382522  
 86.537338   36.270618  
